name,scryfall_id,set,collector_number,type_line,oracle_text,color_identity
The Emperor of Palamecia // The Lord Master of Hell,3d75e8fd-6139-4b10-9ce3-195b47d72e0c,fin,219,Legendary Creature — Human Noble Wizard // Legendary Creature — Demon Noble Wizard,,RU
The Ever-Changing 'Dane,a17c5b28-e7d1-4ca6-bf6b-0a4c8b757232,dmc,30,Legendary Creature — Shapeshifter,"{1}, Sacrifice another creature: The Ever-Changing 'Dane becomes a copy of the sacrificed creature, except it has this ability.",BUW
The Face of Boe,5b207088-b63c-4d9f-9a42-377736855101,who,126,Legendary Creature — Alien Advisor,"{T}: You may cast a spell with suspend from your hand. If you do, pay its suspend cost rather than its mana cost. Activate only as a sorcery.",RUW
"The Falcon, Airship Restored",080fc2be-d463-4e8e-ba42-8f3cb0c95ed3,fic,45,Legendary Artifact — Vehicle,"Flying Whenever The Falcon deals combat damage to a player, you may sacrifice it. When you do, return target creature card from your graveyard to the battlefield. {4}{B}: Return this card from your graveyard to the battlefield tapped. Crew 2",B
The Fifteenth Doctor,530a26f1-cf7a-4e56-886b-6799b057c739,sld,1584,Legendary Creature — Time Lord Doctor,"Whenever The Fifteenth Doctor enters or attacks, mill three cards. You may put an artifact card with mana value 2 or 3 from among them into your hand. The first nonartifact spell you cast each turn has improvise. (Your artifacts can help cast that spell. Each artifact you tap after you're done activating mana abilities pays for {1}.)",RU
The Fifth Doctor,2f548f4b-77b9-47bb-b262-a851fdf0124f,who,127,Legendary Creature — Time Lord Doctor,"Peaceful Coexistence — At the beginning of your end step, put a +1/+1 counter on each creature you control that didn't attack or enter this turn. Untap those creatures.",UW
The First Doctor,b0b4d7db-56b1-4110-b4e4-11748201caf9,who,128,Legendary Creature — Time Lord Doctor,"When The First Doctor enters, search your library and/or graveyard for a card named TARDIS, reveal it, and put it into your hand. If you search your library this way, shuffle. Whenever you cast a spell with cascade, put a +1/+1 counter on target artifact or creature.",UW
The First Sliver,06d4fbe1-8a2f-4958-bb85-1a1e5f1e8d87,mh1,200,Legendary Creature — Sliver,"Cascade (When you cast this spell, exile cards from the top of your library until you exile a nonland card that costs less. You may cast it without paying its mana cost. Put the exiled cards on the bottom in a random order.) Sliver spells you cast have cascade.",BGRUW
The Fourteenth Doctor,8b8a78cf-ee6c-4852-9651-eeaa634daaa1,sld,1583,Legendary Creature — Time Lord Doctor,"When you cast this spell, reveal the top fourteen cards of your library. Put all Doctor cards revealed this way into your graveyard and the rest on the bottom of your library in a random order. You may have The Fourteenth Doctor enter as a copy of a Doctor card in your graveyard that was put there from your library this turn. If you do, it gains haste until end of turn.",GRUW
The Fourth Doctor,c84ea0fd-efc7-4614-9f8f-41a3c71fceaa,who,2,Legendary Creature — Time Lord Doctor,"You may look at the top card of your library any time. Would You Like A...? — Once each turn, you may play a historic land or cast a historic spell from the top of your library. When you do, create a Food token. (Artifacts, legendaries, and Sagas are historic.)",GU
The Fugitive Doctor,fea8bd29-80a4-463f-b3bd-e15f4bd5f5ce,who,130,Legendary Creature — Time Lord Doctor,"When The Fugitive Doctor enters, investigate. Whenever The Fugitive Doctor attacks, you may sacrifice a Clue. When you do, target instant or sorcery card in your graveyard gains flashback {2}{R}{G} until end of turn. (You may cast that card from your graveyard for its flashback cost. Then exile it.)",GR
The Gaffer,863ed552-dc6d-4910-b188-3cefc3ebf0ed,ltc,12,Legendary Creature — Halfling Peasant,"At the beginning of each end step, if you gained 3 or more life this turn, draw a card.",W
The Gitrog Monster,40489e28-878d-44a2-847f-07beef1aa0f8,eoc,117,Legendary Creature — Frog Horror,"Deathtouch At the beginning of your upkeep, sacrifice The Gitrog Monster unless you sacrifice a land. You may play an additional land on each of your turns. Whenever one or more land cards are put into your graveyard from anywhere, draw a card.",BG
"The Gitrog, Ravenous Ride",82512813-8618-483b-a7f0-e6a611d9d487,otj,206,Legendary Creature — Frog Horror Mount,"Trample, haste Whenever The Gitrog deals combat damage to a player, you may sacrifice a creature that saddled it this turn. If you do, draw X cards, then put up to X land cards from your hand onto the battlefield tapped, where X is the sacrificed creature's power. Saddle 1",BG
The Goose Mother,1a55c370-d396-4c73-8ee2-83dc4c124005,woe,204,Legendary Creature — Bird Hydra,"Flying The Goose Mother enters with X +1/+1 counters on it. When The Goose Mother enters, create half X Food tokens, rounded up. Whenever The Goose Mother attacks, you may sacrifice a Food. If you do, draw a card.",GU
The Grand Calcutron,3c1e38a2-d817-4f19-aabf-02dc72c78259,ust,131,Legendary Artifact,"When The Grand Calcutron enters, each player's hand becomes a program (an ordered row of revealed cards). Players can play only the first card of their program. If a card would be put into a player's hand from anywhere, that player reveals it and places it anywhere within their program instead. At the beginning of each player's end step, if that player's program has fewer than five cards, they draw cards equal to the difference. The Grand Calcutron can be your commander.",UW
The Haunt of Hightower,49b1bdff-a039-4dae-acda-7371ef6aec9d,plst,RNA-273,Legendary Creature — Vampire,"Flying, lifelink Whenever The Haunt of Hightower attacks, defending player discards a card. Whenever a card is put into an opponent's graveyard from anywhere, put a +1/+1 counter on The Haunt of Hightower.",B
The Hourglass Coven,17857be0-5192-45b6-a893-2675cde25937,hbg,45,Legendary Creature — Hag Warlock,"When The Hourglass Coven enters the battlefield, draft a card from The Hourglass Coven's spellbook twice, then put those cards onto the battlefield. Other Warlocks you control get +1/+1.",B
The Howling Abomination,5aa862c3-69a3-4d6c-abe8-201e1868c204,slx,13,Legendary Creature — Human Beast Warrior,"Haste The Howling Abomination has trample as long as you've cast three or more spells this turn. Whenever The Howling Abomination becomes the target of a spell, it gets +2/+2 until end of turn and deals 2 damage to each opponent.",GR
The Indomitable,e6456329-b521-474b-bfb5-bfcd7e52b5f8,lcc,75,Legendary Artifact — Vehicle,"Trample Whenever a creature you control deals combat damage to a player, draw a card. Crew 3 You may cast this card from your graveyard as long as you control three or more tapped Pirates and/or Vehicles.",U
The Infamous Cruelclaw,dc6c9196-6d28-4cc2-9748-60e9632a502b,blb,219,Legendary Creature — Weasel Mercenary,"Menace Whenever The Infamous Cruelclaw deals combat damage to a player, exile cards from the top of your library until you exile a nonland card. You may cast that card by discarding a card rather than paying its mana cost.",BR
The Jolly Balloon Man,a3c4e2e0-1c0e-475d-a0f4-1be4216c2bad,dsk,219,Legendary Creature — Human Clown,"Haste {1}, {T}: Create a token that's a copy of another target creature you control, except it's a 1/1 red Balloon creature in addition to its other colors and types and it has flying and haste. Sacrifice it at the beginning of the next end step. Activate only as a sorcery.",RW
The Lady of Otaria,d96a5a00-22a7-4a7b-a7e2-5c055a8384ba,dmc,35,Legendary Creature — Avatar,"You may tap three untapped Dwarves you control rather than pay this spell's mana cost. At the beginning of each end step, if a land you controlled was put into a graveyard from the battlefield this turn, reveal the top four cards of your library. You may put any number of Dwarf cards from among them into your hand. Put the rest on the bottom of your library in a random order.",GR
The Lady of the Mountain,70802e74-c292-446f-aa9a-dd32454a4b3d,me3,180,Legendary Creature — Giant,,GR
The Last Ride,9cbb7b4e-bd32-44a0-9396-16738c5e4381,dft,94,Legendary Artifact — Vehicle,"The Last Ride gets -X/-X, where X is your life total. {2}{B}, Pay 2 life: Draw a card. Crew 2",B
The Locust God,7e599847-8ab0-4fd6-b2c0-cb44a7669aa5,moc,335,Legendary Creature — God,"Flying Whenever you draw a card, create a 1/1 blue and red Insect creature token with flying and haste. {2}{U}{R}: Draw a card, then discard a card. When The Locust God dies, return it to its owner's hand at the beginning of the next end step.",RU
Thelon of Havenwood,783f1b9f-9866-4ead-96cf-88babf459ce2,tsr,238,Legendary Creature — Elf Druid,"Each Fungus creature gets +1/+1 for each spore counter on it. {B}{G}, Exile a Fungus card from a graveyard: Put a spore counter on each Fungus on the battlefield.",BG
The Lord of Pain,494c244e-dcdc-4169-9743-8a61f58e8763,dsc,3,Legendary Creature — Human Assassin,"Menace Your opponents can't gain life. Whenever a player casts their first spell each turn, choose another target player. The Lord of Pain deals damage equal to that spell's mana value to the chosen player.",BR
The Lunar Whale,ae875471-346c-4a76-b26f-b7205dad5b80,fin,60,Legendary Artifact — Vehicle,"Flying You may look at the top card of your library any time. As long as The Lunar Whale attacked this turn, you may play the top card of your library. Crew 1",U
The Mary Janes,88ede451-65c2-4169-b7a1-34edfc4e92ce,spe,15,Legendary Creature — Human Bard Performer,This spell costs {1} less to cast for each creature that attacked this turn. Menace (This creature can't be blocked except by two or more creatures.),R
"The Master, Formed Anew",a85edffb-37ce-45ca-b8d2-ddbbbee3b571,who,143,Legendary Creature — Time Lord Rogue,"Body Thief — When you cast this spell, you may exile a creature you control and put a takeover counter on it. You may have The Master enter as a copy of a creature card in exile with a takeover counter on it.",BU
"The Master, Gallifrey's End",7efb5dd0-abc4-4741-9d90-d8d93b03cf21,who,144,Legendary Creature — Time Lord Rogue,"Make Them Pay — Whenever a nontoken artifact creature you control dies, you may exile it. If you do, choose an opponent with the most life among your opponents. That player faces a villainous choice — They lose 4 life, or you create a token that's a copy of that card.",BR
"The Master, Mesmerist",772306d4-63d1-4d90-8c1b-4e4d6edb9aab,who,145,Legendary Creature — Time Lord Rogue,"{T}: Target creature an opponent controls with power less than or equal to The Master's power gains skulk until end of turn. Goad it. (A creature with skulk can't be blocked by creatures with greater power.) Whenever a creature with skulk deals combat damage to one of your opponents, put a +1/+1 counter on The Master and draw a card.",BU
"The Master, Multiplied",7f734ca0-91bc-4496-9bd7-2d09415e850f,who,146,Legendary Creature — Time Lord Rogue,"Myriad The ""legend rule"" doesn't apply to creature tokens you control. Triggered abilities you control can't cause you to sacrifice or exile creature tokens you control.",BR
The Master of Keys,3545341b-dacc-4ac8-976e-39754a62bbc3,dsc,4,Legendary Enchantment Creature — Horror,"Flying When The Master of Keys enters, put X +1/+1 counters on it and mill twice X cards. Each enchantment card in your graveyard has escape. The escape cost is equal to the card's mana cost plus exile three other cards from your graveyard. (You may cast cards from your graveyard for their escape cost.)",BUW
"The Master, Transcendent",5b0497da-670a-405c-a39c-97cae7942836,pip,6,Legendary Artifact Creature — Mutant,"When The Master enters, target player gets two rad counters. {T}: Put target creature card in a graveyard that was milled this turn onto the battlefield under your control. It's a green Mutant with base power and toughness 3/3. (It loses its other colors and creature types.)",BGU
Themberchaud,1dc40449-0660-4350-900c-ec9b2aaefe1c,slx,28,Legendary Creature — Dragon,"Trample When Themberchaud enters, he deals X damage to each other creature without flying and each player, where X is the number of Mountains you control. You may exert Themberchaud as he attacks. When you do, he gains flying until end of turn. (An exerted creature won't untap during your next untap step.)",R
The Meep,366c4cdb-c6f2-4ee8-b5fb-acb59a9931bf,sld,1581,Legendary Creature — Alien,"Ward—Pay 3 life. Whenever The Meep attacks, you may sacrifice another creature. If you do, creatures you control have base power and toughness X/X until end of turn, where X is the sacrificed creature's mana value.",B
The Mimeoplasm,998b86f3-e53f-4ebb-b111-6f14577fded1,otc,234,Legendary Creature — Ooze,"As The Mimeoplasm enters, you may exile two creature cards from graveyards. If you do, it enters as a copy of one of those cards with a number of additional +1/+1 counters on it equal to the power of the other card.",BGU
